"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","G","KP","AT","SOT","TkW","DIS","YC","SYC","RC","ACNC","Int","CLR","CoS","AER","OG","GAD","CS"
"*02lkp*","Raheem Sterling","MCI","F","11","Wee Joe","NOR 0<br/>@MCI 5 F","445","13.48","1%","0%","33","20","48","6","39","16","66","5","0","0","8","14","4","54","22","0","0","13"
"*02lm7*","Jack Grealish","AVL","M","12","RyRob","AVL 1<br/>@WHU 1 F","435","12.08","33%","-1%","36","8","92","7","23","17","63","8","0","0","15","25","10","72","21","0","0","7"
"*03dxq*","Danny Ings","SOU","F","13","Noah B","SHU 1<br/>@SOU 3 F","432.5","11.38","0%","0%","38","22","35","2","38","27","50","3","0","0","8","11","24","42","45","0","0","6"
"*04tm0*","Lucas Digne","EVE","D","14","Willy B","BOU 3<br/>@EVE 1 F","428.5","12.24","60%","-3%","35","0","72","8","4","52","25","6","0","0","36","46","84","21","112","1","45","9"
"*03gu5*","Andrew Robertson","LIV","D","16","Willy B","LIV 3<br/>@NEW 1 F","420.5","11.68","22%","-8%","36","2","60","12","6","30","13","2","0","0","34","38","56","23","30","0","31","13"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","F","15","BUK","WAT 2<br/>@ARS 3 F","420.5","11.68","0%","0%","36","22","26","5","42","21","31","3","0","1","23","11","13","17","32","0","0","10"
"*03ybi*","Marcus Rashford","MUN","F","17","RyRob","MUN 2<br/>@LEI 0 F","419.5","13.53","96%","0%","31","17","33","8","44","9","35","3","0","0","6","9","16","56","22","0","0","9"
"*0427d*","James Tarkowski","BUR","D","18","Noah B","BHA 2<br/>@BUR 1 F","404.25","10.64","99%","0%","38","2","15","3","5","43","7","10","0","0","0","61","199","12","198","0","50","15"
"*045c8*","Gabriel Jesus","MCI","F","19","Noah B","NOR 0<br/>@MCI 5 F","401.5","11.81","10%","0%","34","14","32","8","48","13","34","3","0","0","2","14","5","44","41","0","0","12"
"*03vlj*","Virgil van Dijk","LIV","D","20","Tim O","LIV 3<br/>@NEW 1 F","401","10.55","100%","0%","38","5","7","2","15","12","2","1","0","0","0","35","160","3","181","0","33","15"
"*03v9d*","Son Heung-Min","TOT","F","21","Ryan C","TOT 1<br/>@CRY 1 F","396.5","13.22","10%","0%","30","11","41","13","38","17","56","0","0","2","6","19","17","58","7","0","0","8"
"*03vlm*","Anthony Martial","MUN","F","22","BUK","MUN 2<br/>@LEI 0 F","392.5","12.27","0%","0%","32","17","30","9","40","11","61","1","0","0","2","4","15","52","20","0","0","14"
"*03rxz*","Roberto Firmino","LIV","F","23","OATW","LIV 3<br/>@NEW 1 F","387.5","10.2","0%","0%","38","9","52","9","39","19","40","0","0","0","2","8","12","49","25","0","0","16"
"*02oq8*","James Ward-Prowse","SOU","M","24","Laeka B","SHU 1<br/>@SOU 3 F","383.5","10.09","32%","-6%","38","5","61","4","26","46","20","9","0","0","17","55","69","15","71","0","7","9"
"*02vlk*","Cesar Azpilicueta","CHE","D","25","Ryan C","WOL 0<br/>@CHE 2 F","382","10.61","0%","0%","36","2","45","6","6","54","12","1","0","0","29","66","76","12","89","0","48","8"
"*04io4*","Richarlison","EVE","F","26","Tim O","BOU 3<br/>@EVE 1 F","373.5","10.38","80%","+1%","36","13","34","5","31","49","76","8","0","0","4","12","41","56","75","0","0","9"
"*02lmo*","Enda Stevens","SHU","D","27","OATW","SHU 1<br/>@SOU 3 F","373.25","9.82","0%","0%","38","2","34","4","4","48","42","7","0","0","20","37","57","59","31","0","0","13"
"*0414o*","James Maddison","LEI","M","28","FA","MUN 2<br/>@LEI 0 F","372.5","12.02","43%","+6%","31","6","78","5","18","32","34","4","0","0","22","10","5","48","7","0","0","10"
"*051kz*","George Baldock","SHU","D","29","Willy B","SHU 1<br/>@SOU 3 F","368.25","9.69","0%","0%","38","2","23","4","5","43","22","7","0","0","37","37","65","42","39","0","0","13"
"*04p0d*","Dwight McNeil","BUR","M","31","NEAL","BHA 2<br/>@BUR 1 F","366","9.63","40%","-5%","38","2","55","7","14","34","65","5","0","0","46","28","26","78","27","0","0","16"
"*04kj7*","Serge Aurier","TOT","D","30","OATW","TOT 1<br/>@CRY 1 F","366","11.09","0%","0%","33","1","33","7","4","71","28","2","1","1","20","43","84","37","68","1","24","9"
"*02lol*","Harry Kane","TOT","F","32","Ryan C","TOT 1<br/>@CRY 1 F","360.5","12.43","0%","0%","29","18","27","2","37","14","31","4","0","0","4","5","30","28","70","0","0","6"
"*03gu4*","Harry Maguire","MUN","D","33","Ryan C","MUN 2<br/>@LEI 0 F","356.5","9.38","43%","+3%","38","1","16","0","8","23","8","6","0","0","0","75","150","7","172","0","36","13"
"*051kl*","Emiliano Buendia","NOR","M","34","Wee Joe","NOR 0<br/>@MCI 5 F","355.5","9.88","30%","+1%","36","1","83","7","11","36","81","6","0","1","11","22","24","96","28","0","0","3"
"*04t3s*","Joao Moutinho","WOL","M","35","Noah B","WOL 0<br/>@CHE 2 F","347.5","9.14","0%","0%","38","1","76","7","6","50","20","7","0","0","30","48","18","14","21","0","0","11"
"*03vll*","Michail Antonio","WHU","M","36","OATW","AVL 1<br/>@WHU 1 F","334.5","13.94","0%","0%","24","10","26","4","31","7","42","3","0","0","10","9","6","63","89","0","0","3"
"*04qfy*","Ricardo Pereira","LEI","D","37","FA","MUN 2<br/>@LEI 0 F","332.25","11.87","0%","0%","28","3","26","2","5","70","34","1","0","0","8","43","73","56","41","0","26","10"
"*0410j*","Tammy Abraham","CHE","F","38","NEAL","WOL 0<br/>@CHE 2 F","327.5","9.63","14%","-5%","34","15","21","6","40","4","41","2","0","0","2","5","28","16","86","1","0","7"
"*052cd*","Mason Mount","CHE","M","40","RyRob","WOL 0<br/>@CHE 2 F","325","8.78","17%","0%","37","7","52","6","29","16","57","3","0","0","16","15","17","40","9","0","0","10"
"*02rlq*","Chris Basham","SHU","D","39","Willy B","SHU 1<br/>@SOU 3 F","325","8.55","0%","0%","38","0","13","1","0","49","9","4","0","0","7","73","170","23","109","0","37","13"
"*02lvo*","David Silva","MCI","M","41","Wee Joe","NOR 0<br/>@MCI 5 F","322.5","11.94","0%","0%","27","6","49","12","18","13","21","0","0","0","3","12","5","30","8","0","0","11"
"*04tcc*","Jonny","WOL","D","42","Ryan C","WOL 0<br/>@CHE 2 F","321.5","9.19","0%","0%","35","2","23","3","5","53","36","4","0","0","9","52","30","33","33","0","1","11"
"*04fk6*","Bernardo Silva","MCI","M","43","Tim O","NOR 0<br/>@MCI 5 F","316.5","9.31","94%","0%","34","6","51","7","15","17","21","5","0","0","16","26","12","40","12","0","0","9"
"*03ra1*","Troy Deeney","WAT","F","44","RyRob","WAT 2<br/>@ARS 3 F","314.5","11.65","0%","0%","27","10","29","2","23","12","25","3","0","0","1","11","24","10","192","0","0","6"
"*04abn*","Harvey Barnes","LEI","M","46","NEAL","MUN 2<br/>@LEI 0 F","311","8.64","69%","+9%","36","6","35","10","28","10","24","0","0","0","5","5","4","41","26","0","0","9"
"*052ka*","Sebastien Haller","WHU","F","47","OATW","AVL 1<br/>@WHU 1 F","311","9.72","0%","0%","32","7","24","3","27","13","39","1","0","0","1","8","27","23","211","0","0","5"
"*0327v*","Wilfried Zaha","CRY","F","48","Willy B","TOT 1<br/>@CRY 1 F","308","8.11","0%","0%","38","4","37","6","17","19","145","5","0","0","19","16","2","157","9","0","0","9"
"*04adp*","Aaron Wan-Bissaka","MUN","D","49","Noah B","MUN 2<br/>@LEI 0 F","304","8.69","46%","0%","35","0","25","4","1","82","42","8","0","0","14","65","52","54","19","0","27","12"
"*049tq*","Dominic Calvert-Lewin","EVE","F","50","Laeka B","BOU 3<br/>@EVE 1 F","299.5","8.32","82%","0%","36","13","14","1","38","4","23","9","0","0","4","6","34","13","168","0","0","8"
"*04yim*","Christian Pulisic","CHE","M","51","NEAL","WOL 0<br/>@CHE 2 F","299","11.96","0%","0%","25","9","30","8","26","13","68","0","0","0","4","7","7","53","18","0","0","6"
"*04agz*","Declan Rice","WHU","M","52","Willy B","AVL 1<br/>@WHU 1 F","298","7.84","100%","0%","38","1","20","5","9","59","23","6","0","0","11","78","50","50","51","0","2","7"
"*02m5l*","John Egan","SHU","D","53","Wee Joe","SHU 1<br/>@SOU 3 F","295.25","8.2","0%","0%","36","2","1","1","5","24","1","3","1","1","0","56","163","1","136","0","30","13"
"*04yo7*","Youri Tielemans","LEI","M","55","RyRob","MUN 2<br/>@LEI 0 F","294.5","7.96","85%","-3%","37","3","53","6","13","29","30","2","0","0","10","30","12","26","27","0","0","12"
"*03sgc*","Jordan Ayew","CRY","F","54","RyRob","TOT 1<br/>@CRY 1 F","294.5","7.96","0%","0%","37","9","30","3","24","29","95","6","0","0","1","13","20","74","72","0","0","12"
"*02lun*","Sergio Aguero","MCI","F","56","FA","NOR 0<br/>@MCI 5 F","291","12.12","0%","0%","24","16","20","6","28","5","33","1","0","0","0","3","2","25","3","0","0","5"
"*051l0*","Jack O'Connell","SHU","D","57","Laeka B","SHU 1<br/>@SOU 3 F","286.25","8.67","0%","0%","33","0","16","1","3","17","11","4","0","0","11","41","143","9","128","0","28","12"
"*02rll*","Nathan Redmond","SOU","M","58","OATW","SHU 1<br/>@SOU 3 F","286","8.94","0%","0%","32","4","38","4","21","28","58","2","0","0","7","15","9","77","18","0","0","7"
"*056iw*","Allan Saint-Maximin","NEW","F","59","Wee Joe","LIV 3<br/>@NEW 1 F","285.5","10.98","0%","0%","26","3","33","5","21","8","48","0","0","0","7","9","4","116","9","0","0","8"
"*02ln2*","Jonny Evans","LEI","D","60","RyRob","MUN 2<br/>@LEI 0 F","277.5","7.3","0%","0%","38","1","8","2","8","33","4","8","0","1","1","57","174","6","125","1","41","13"
"*02m5b*","Chris Wood","BUR","F","61","RyRob","BHA 2<br/>@BUR 1 F","275.5","8.61","63%","-7%","32","14","21","1","30","4","33","1","0","0","0","4","18","6","112","1","0","11"
"*03v6t*","Ben Chilwell","LEI","D","62","FA","MUN 2<br/>@LEI 0 F","273.75","10.14","0%","0%","27","3","33","3","6","26","24","3","0","0","20","28","51","19","53","0","25","9"
"*055sk*","Nicolas Pepe","ARS","F","63","BUK","WAT 2<br/>@ARS 3 F","273.5","8.82","0%","0%","31","5","38","6","18","19","57","4","0","0","10","7","4","75","20","0","0","5"
"*0327o*","Gerard Deulofeu","WAT","F","64","FA","WAT 2<br/>@ARS 3 F","270","9.64","0%","0%","28","4","44","5","21","15","53","3","0","0","10","24","5","60","1","0","0","8"
"*04mqz*","Lucas Moura","TOT","M","66","Tim O","TOT 1<br/>@CRY 1 F","269.5","7.7","0%","0%","35","4","36","5","14","34","72","3","0","0","1","15","24","64","57","0","0","6"
"*03dx7*","Ben Mee","BUR","D","67","FA","BHA 2<br/>@BUR 1 F","268.25","8.38","0%","0%","32","1","9","2","7","22","3","7","0","0","1","44","159","6","132","0","45","13"
"*02m66*","Marcos Alonso","CHE","D","68","RyRob","WOL 0<br/>@CHE 2 F","266","14.78","0%","0%","18","4","25","4","8","15","11","4","0","0","22","20","26","11","45","0","8","7"
"*03eke*","Ayoze Perez","LEI","F","69","Tim O","MUN 2<br/>@LEI 0 F","265.5","8.05","0%","0%","33","8","27","5","22","25","56","0","0","0","7","13","9","36","25","0","0","10"
"*02m2u*","Gylfi Sigurdsson","EVE","M","70","Noah B","BOU 3<br/>@EVE 1 F","264.5","7.56","0%","0%","35","2","52","4","14","27","25","3","0","0","19","36","16","17","14","0","0","6"
"*02lnn*","Oliver Norwood","SHU","M","71","Willy B","SHU 1<br/>@SOU 3 F","264","6.95","0%","0%","38","1","49","3","6","35","5","8","0","0","23","51","38","9","45","0","0","13"
"*051k0*","John McGinn","AVL","M","73","Laeka B","AVL 1<br/>@WHU 1 F","261.5","9.34","69%","0%","28","3","36","3","20","34","51","3","0","0","10","25","15","54","20","0","0","6"
"*04qr8*","Diogo Jota","WOL","M,F","74","Ryan C","WOL 0<br/>@CHE 2 F","260.5","7.66","0%","0%","34","7","29","3","25","16","57","4","0","0","7","8","9","67","28","0","0","11"
"*04u6q*","Caglar Soyuncu","LEI","D","75","FA","MUN 2<br/>@LEI 0 F","260","7.65","0%","0%","34","1","5","1","5","42","3","4","0","1","0","43","146","17","98","0","33","12"
"*02lsa*","Dan Burn","BHA","D","76","Ryan C","BHA 2<br/>@BUR 1 F","257.25","7.57","75%","+1%","34","0","20","0","0","44","26","5","0","0","11","37","117","19","133","0","41","9"
"*051ks*","Teemu Pukki","NOR","F","77","Noah B","NOR 0<br/>@MCI 5 F","257","7.14","0%","0%","36","11","30","3","35","7","33","3","0","0","0","6","6","20","5","0","0","6"
"*02w6w*","Ashley Westwood","BUR","M","78","Noah B","BHA 2<br/>@BUR 1 F","257","7.34","0%","0%","35","2","54","7","3","34","14","9","0","0","20","32","23","8","16","0","0","15"
"*0477b*","Oliver McBurnie","SHU","F","79","Willy B","SHU 1<br/>@SOU 3 F","256","7.11","0%","0%","36","6","10","1","25","22","35","4","0","0","1","18","41","21","187","0","0","9"
"*04fw3*","Alexandre Lacazette","ARS","F","80","NEAL","WAT 2<br/>@ARS 3 F","255.5","8.52","0%","0%","30","10","24","7","26","16","38","8","0","0","5","7","14","24","29","0","0","6"
"*04yo6*","Miguel Almiron","NEW","M","82","Willy B","LIV 3<br/>@NEW 1 F","254","7.06","0%","0%","36","4","31","2","17","41","31","5","0","0","7","30","16","46","9","0","0","12"
"*03yu2*","Abdoulaye Doucoure","WAT","M","83","NEAL","WAT 2<br/>@ARS 3 F","254","6.86","0%","0%","37","4","38","4","13","33","31","9","0","0","4","31","29","37","57","1","0","10"
"*04aiz*","Wilfred Ndidi","LEI","M","84","Tim O","MUN 2<br/>@LEI 0 F","253.5","7.92","0%","0%","32","2","15","1","3","69","25","6","0","0","0","83","63","19","82","0","0","12"
"*05gcr*","Bruno Fernandes","MUN","M","85","BUK","MUN 2<br/>@LEI 0 F","251","17.93","100%","0%","14","8","30","8","18","11","13","2","0","0","4","9","14","13","3","0","0","9"
"*04t3u*","Diego Rico","BOU","D","86","NEAL","BOU 3<br/>@EVE 1 F","250.75","9.29","0%","0%","27","0","31","5","3","40","19","6","0","0","23","80","57","13","34","0","35","6"
"*02lk5*","Jordan Henderson","LIV","M","87","FA","LIV 3<br/>@NEW 1 F","250","8.33","5%","0%","30","4","27","5","8","39","5","2","0","0","10","29","18","17","23","0","0","16"
"*056mf*","Neal Maupay","BHA","F","88","NEAL","BHA 2<br/>@BUR 1 F","250","6.76","0%","0%","37","10","25","3","38","11","58","3","0","0","2","5","8","25","22","0","0","8"
"*043qz*","Pierre-Emile Hojbjerg","SOU","M","89","Willy B","SHU 1<br/>@SOU 3 F","247","7.48","0%","0%","33","0","30","3","11","50","30","5","0","0","9","45","48","39","54","0","3","7"
"*051l5*","John Fleck","SHU","M","90","FA","SHU 1<br/>@SOU 3 F","246.5","8.22","0%","0%","30","5","39","2","11","25","17","8","0","0","14","24","21","43","16","0","0","8"
"*02lla*","James McArthur","CRY","M","91","FA","TOT 1<br/>@CRY 1 F","245","6.62","0%","0%","37","0","34","4","6","50","43","6","0","0","6","61","44","30","45","0","0","11"
"*02lkm*","Jonjo Shelvey","NEW","M","92","FA","LIV 3<br/>@NEW 1 F","245","9.42","0%","0%","26","6","43","2","14","21","10","3","0","0","7","22","39","13","16","0","0","8"
"*04qr0*","Willy Boly","WOL","D","93","Laeka B","WOL 0<br/>@CHE 2 F","244.75","11.12","0%","0%","22","0","7","1","3","36","4","1","1","1","0","39","103","8","82","0","15","12"
"*051kq*","Todd Cantwell","NOR","M","95","NEAL","NOR 0<br/>@MCI 5 F","241.5","6.53","0%","0%","37","6","36","2","16","31","49","6","0","0","1","16","28","50","20","0","0","6"
"*03mml*","Dele Alli","TOT","M","96","Willy B","TOT 1<br/>@CRY 1 F","238","9.52","0%","0%","25","8","23","6","19","14","38","2","0","0","0","14","14","29","20","0","0","4"
"*02lnf*","Joshua King","BOU","F","97","Ryan C","BOU 3<br/>@EVE 1 F","238","9.15","0%","0%","26","6","30","5","13","6","56","0","0","0","7","5","8","51","54","0","0","4"
"*0520r*","Leandro Trossard","BHA","M","98","RyRob","BHA 2<br/>@BUR 1 F","237","7.65","91%","+3%","31","5","42","5","12","17","30","0","0","0","12","8","6","27","2","0","0","4"
"*04e1c*","Lewis Dunk","BHA","D","100","NEAL","BHA 2<br/>@BUR 1 F","233.25","6.48","32%","+5%","36","3","14","3","10","25","7","9","0","0","0","54","123","5","93","0","50","9"
"*0522t*","Anwar El Ghazi","AVL","M","101","FA","AVL 1<br/>@WHU 1 F","229.5","6.75","0%","0%","34","4","30","5","20","11","34","3","0","0","19","12","12","28","29","0","0","5"
"*02onj*","Mark Noble","WHU","M","103","OATW","AVL 1<br/>@WHU 1 F","228","6.91","0%","0%","33","4","44","4","6","29","31","5","0","0","11","21","12","23","15","0","0","7"
"*05748*","Ismaila Sarr","WAT","F","105","FA","WAT 2<br/>@ARS 3 F","225.5","8.05","93%","0%","28","5","25","7","13","7","57","1","0","0","19","15","7","44","18","0","0","6"
"*03r8x*","Callum Wilson","BOU","F","106","FA","BOU 3<br/>@EVE 1 F","224.5","6.41","16%","+4%","35","8","30","6","21","9","50","10","0","0","3","3","14","23","63","0","0","4"
"*0554i*","Joelinton","NEW","F","107","FA","LIV 3<br/>@NEW 1 F","222","5.84","43%","+1%","38","2","29","2","15","19","56","7","0","0","1","11","29","41","162","0","0","9"
"*0327p*","John Lundstram","SHU","D,M","108","Tim O","SHU 1<br/>@SOU 3 F","222","6.53","0%","0%","34","5","21","4","11","31","14","5","0","0","9","33","44","16","24","0","0","10"
"*0372y*","Matt Targett","AVL","D","110","FA","AVL 1<br/>@WHU 1 F","220.75","7.88","0%","0%","28","1","29","3","4","30","15","4","0","0","20","60","65","8","38","0","31","5"
"*04f67*","Philip Billing","BOU","M","111","FA","BOU 3<br/>@EVE 1 F","220","6.47","0%","0%","34","1","14","1","8","47","27","8","0","0","1","71","92","22","105","0","0","5"
"*0524k*","Rodri","MCI","M","112","BUK","NOR 0<br/>@MCI 5 F","218","6.23","76%","-2%","35","3","32","2","9","32","28","8","0","0","2","28","34","30","58","0","1","14"
"*04qr6*","Ruben Neves","WOL","M","114","Ryan C","WOL 0<br/>@CHE 2 F","215","5.66","0%","0%","38","2","29","2","10","33","10","9","0","0","5","55","33","20","26","0","0","13"
"*04fk9*","Jan Bednarek","SOU","D","115","NEAL","SHU 1<br/>@SOU 3 F","214.75","6.32","0%","0%","34","1","3","1","1","38","2","4","0","0","0","74","191","1","122","1","57","7"
"*0554u*","Trezeguet","AVL","M","116","FA","AVL 1<br/>@WHU 1 F","214.5","6.31","0%","0%","34","6","21","2","17","17","19","2","1","1","7","26","14","28","30","0","0","6"
"*02oq3*","Jay Rodriguez","BUR","F","118","Noah B","BHA 2<br/>@BUR 1 F","212.5","5.9","0%","0%","36","8","6","2","30","18","44","1","0","0","1","5","11","18","79","0","0","7"
"*04fk1*","Pascal Gross","BHA","M","119","FA","BHA 2<br/>@BUR 1 F","212","7.31","74%","0%","29","2","59","5","8","14","20","4","0","0","20","9","6","6","18","1","0","3"
"*02lp9*","Kyle Walker","MCI","D","121","RyRob","NOR 0<br/>@MCI 5 F","207.75","7.16","11%","0%","29","1","19","4","3","20","16","5","0","0","11","29","35","23","29","0","24","12"
"*04sav*","Felipe Anderson","WHU","M","122","Ryan C","AVL 1<br/>@WHU 1 F","207.5","8.3","0%","0%","25","1","25","4","8","27","33","1","0","0","6","21","11","64","6","0","0","7"
"*0327r*","Michael Keane","EVE","D","123","Tim O","BOU 3<br/>@EVE 1 F","206.25","6.65","71%","+3%","31","2","6","0","4","17","4","3","0","0","0","46","149","1","127","1","42","7"
"*051ko*","Kenny McLean","NOR","M","124","FA","NOR 0<br/>@MCI 5 F","205.5","5.55","0%","0%","37","1","25","1","10","29","41","5","0","0","6","38","62","30","96","0","0","5"
"*056ir*","Adam Webster","BHA","D","125","FA","BHA 2<br/>@BUR 1 F","203.5","6.56","0%","0%","31","3","10","1","7","18","5","4","0","0","2","43","108","13","110","1","44","5"
"*04spy*","Mason Greenwood","MUN","F","126","OATW","MUN 2<br/>@LEI 0 F","201","6.48","0%","0%","31","10","14","1","20","11","15","0","0","0","0","8","6","23","5","0","0","6"
"*02llp*","Patrick van Aanholt","CRY","D","127","RyRob","TOT 1<br/>@CRY 1 F","199.75","6.89","0%","0%","29","3","32","2","6","24","17","0","0","0","11","46","45","14","17","1","38","8"
"*04rd1*","Stuart Armstrong","SOU","M","128","Laeka B","SHU 1<br/>@SOU 3 F","199.5","6.65","0%","0%","30","5","18","4","20","20","23","4","0","0","5","10","22","29","14","0","0","7"
"*04s8k*","Jorginho","CHE","M","129","FA","WOL 0<br/>@CHE 2 F","198.5","6.4","0%","0%","31","4","23","3","4","39","22","10","0","0","1","64","25","14","15","0","0","6"
"*03yr0*","Daniel James","MUN","M","130","FA","MUN 2<br/>@LEI 0 F","197","5.97","18%","0%","33","3","26","6","20","9","29","4","0","0","14","8","6","27","7","0","0","7"
"*0570m*","Djibril Sidibe","EVE","D","132","FA","BOU 3<br/>@EVE 1 F","196.5","7.86","0%","0%","25","0","19","4","3","46","13","3","0","0","19","41","32","14","30","0","26","5"
"*04u41*","Mateo Kovacic","CHE","M","134","FA","WOL 0<br/>@CHE 2 F","196","6.32","2%","0%","31","1","28","3","5","37","28","8","0","0","1","20","16","75","8","0","0","4"
"*02m79*","Ryan Bertrand","SOU","D","133","FA","SHU 1<br/>@SOU 3 F","196","6.12","0%","0%","32","1","30","1","3","30","21","3","0","1","31","31","30","9","58","0","35","7"
"*043c0*","Aaron Mooy","BHA","M","135","FA","BHA 2<br/>@BUR 1 F","196","6.32","0%","0%","31","2","38","2","8","25","43","2","1","1","11","23","26","40","15","0","0","6"
"*02t1i*","Robert Snodgrass","WHU","M","136","FA","AVL 1<br/>@WHU 1 F","196","8.17","0%","0%","24","5","33","5","10","16","28","4","0","0","13","5","9","17","14","0","0","3"
"*051k7*","Reece James","CHE","D","137","OATW","WOL 0<br/>@CHE 2 F","194.75","8.11","95%","+3%","24","0","25","2","3","24","22","1","0","0","22","23","23","29","33","0","15","5"
"*04fyc*","Charlie Taylor","BUR","D","138","FA","BHA 2<br/>@BUR 1 F","194.5","8.1","0%","0%","24","0","13","1","0","24","12","3","0","0","20","29","62","20","43","0","18","10"
"*036nb*","Etienne Capoue","WAT","M","139","FA","WAT 2<br/>@ARS 3 F","194","6.47","0%","0%","30","0","20","4","1","41","26","8","0","0","7","62","58","24","46","0","0","8"
"*04idk*","Davy Propper","BHA","M","140","FA","BHA 2<br/>@BUR 1 F","194","5.54","0%","0%","35","1","30","2","8","32","23","4","0","0","4","30","35","45","25","1","0","6"
"*05229*","Frederic Guilbert","AVL","D","141","RyRob","AVL 1<br/>@WHU 1 F","193.75","7.75","0%","0%","25","0","15","2","3","45","16","7","0","0","15","48","63","20","43","0","26","6"
"*03r8r*","Ryan Fraser","BOU","M","142","RyRob","BOU 3<br/>@EVE 1 F","193","6.89","0%","0%","28","1","45","5","12","7","20","2","0","0","14","16","17","12","6","0","0","4"
"*04u6k*","Yerry Mina","EVE","D","143","BUK","BOU 3<br/>@EVE 1 F","193","6.66","0%","0%","29","2","7","1","12","21","0","3","0","0","0","29","96","4","111","1","37","5"
"*03rxi*","Georginio Wijnaldum","LIV","M","144","BUK","LIV 3<br/>@NEW 1 F","192.5","5.2","0%","0%","37","4","18","0","15","21","33","0","0","0","1","18","33","39","30","0","0","13"
"*04qra*","Romain Saiss","WOL","M","146","FA","WOL 0<br/>@CHE 2 F","191.5","5.8","0%","0%","33","2","12","2","8","40","5","10","1","1","1","51","119","5","116","0","32","10"
"*051k1*","Conor Hourihane","AVL","M","147","FA","AVL 1<br/>@WHU 1 F","190","7.04","0%","0%","27","3","38","5","10","9","7","4","0","0","14","12","25","4","13","0","0","7"
"*051la*","David McGoldrick","SHU","F","148","Noah B","SHU 1<br/>@SOU 3 F","189","6.75","0%","0%","28","2","17","2","20","27","24","2","0","0","3","3","23","28","84","0","0","8"
"*04civ*","Scott McTominay","MUN","M","149","FA","MUN 2<br/>@LEI 0 F","186.5","6.91","0%","0%","27","3","16","2","10","24","32","2","0","0","3","33","32","32","45","0","0","3"
"*04ami*","Luka Milivojevic","CRY","M","151","FA","TOT 1<br/>@CRY 1 F","184.5","5.95","0%","0%","31","3","29","1","9","32","12","12","0","0","13","39","37","8","37","0","0","7"
"*04qqv*","Fred","MUN","M","152","BUK","MUN 2<br/>@LEI 0 F","184","6.34","0%","0%","29","0","35","0","10","32","24","8","0","0","9","38","28","40","10","0","0","6"
"*04spp*","Douglas Luiz","AVL","M","153","FA","AVL 1<br/>@WHU 1 F","183.5","5.1","11%","-1%","36","3","16","2","12","26","23","8","0","0","6","36","47","33","30","0","0","8"
"*03srm*","N'Golo Kante","CHE","M","155","FA","WOL 0<br/>@CHE 2 F","177.5","8.07","0%","0%","22","3","27","0","6","18","28","4","0","0","11","46","29","24","17","0","0","3"
"*051lc*","Pablo Fornals","WHU","M","156","FA","AVL 1<br/>@WHU 1 F","176.5","4.9","0%","0%","36","2","19","6","11","30","25","3","0","0","6","24","8","13","10","0","0","6"
"*04u6i*","Leander Dendoncker","WOL","M","157","FA","WOL 0<br/>@CHE 2 F","174.5","4.59","0%","0%","38","4","8","0","5","29","13","5","0","0","3","38","61","16","92","1","16","11"
