"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","OG","GAO","CS"
"*051k8*","Conor Gallagher","CHE/WBA","M","172","FA","WBA 1<br/>@LEE 3 F","180.25","6.01","50%","+1%","30","2,528","2","2","20","0","0","7","41","36","11","0","7","27","27","30","8","23","0","0","48","5"
"*05n08*","Ferran Torres","MCI","F","173","CFPL","EVE 0<br/>@MCI 5 F","179.5","7.48","0%","0%","24","1,295","7","2","19","1","1","15","5","21","1","0","1","3","7","20","0","14","0","0","13","7"
"*05o6h*","Kai Havertz","CHE","M","174","FA","CHE 1<br/>@AVL 2 F","179.25","6.64","76%","-1%","27","1,515","4","3","18","0","2","16","9","25","2","0","1","4","20","19","0","29","0","0","15","8"
"*05os6*","Edinson Cavani","MUN","F","175","Noah B","MUN 2<br/>@WOL 1 F","178.5","6.87","0%","0%","26","1,357","10","3","14","0","0","15","8","10","4","0","1","6","11","6","0","10","0","0","18","4"
"*0326y*","Hector Bellerin","ARS","D","176","I_am_Tim","BHA 0<br/>@ARS 2 F","178.25","7.13","0%","0%","25","2,091","1","2","20","0","1","5","19","5","8","0","12","33","31","12","8","31","0","0","24","7"
"*05mxb*","Hakim Ziyech","CHE","M","177","FA","CHE 1<br/>@AVL 2 F","178","7.74","0%","0%","23","1,164","2","3","34","0","0","13","10","16","3","0","8","10","1","19","1","5","0","0","7","10"
"*05ohc*","Sergio Reguilon","TOT","D","178","I_am_Tim","TOT 4<br/>@LEI 2 F","177.5","6.57","0%","0%","27","2,244","0","3","17","0","1","4","24","15","5","0","15","32","41","23","7","29","0","1","31","8"
"*04spp*","Douglas Luiz","AVL","M","179","FA","CHE 1<br/>@AVL 2 F","177.25","5.37","11%","-1%","33","2,782","0","2","19","0","0","8","18","18","8","1","4","43","41","23","17","43","0","0","41","12"
"*03vlm*","Anthony Martial","MUN","F","180","FA","MUN 2<br/>@WOL 1 F","175.5","7.98","0%","0%","22","1,476","4","3","17","0","4","21","1","37","0","1","1","1","8","35","3","17","0","0","19","4"
"*0558o*","Dani Ceballos","ARS","M","182","FA","BHA 0<br/>@ARS 2 F","173.75","6.95","0%","0%","25","1,609","0","3","27","0","0","2","22","15","4","0","5","35","14","26","6","8","0","0","17","6"
"*04fk8*","Victor Lindelof","MUN","D","183","FA","MUN 2<br/>@WOL 1 F","172.75","5.96","1%","0%","29","2,586","1","1","6","0","0","1","10","3","0","0","0","30","95","2","14","64","0","0","30","10"
"*03rxi*","Georginio Wijnaldum","LIV","M","184","FA","CRY 0<br/>@LIV 2 F","172.25","4.53","0%","0%","38","2,936","2","0","21","0","0","9","7","27","1","0","1","26","17","34","3","39","0","0","39","10"
"*03dyl*","Jeffrey Schlupp","CRY","M","187","FA","CRY 0<br/>@LIV 2 F","171.75","6.36","0%","0%","27","1,415","2","3","18","0","0","10","16","41","3","0","6","22","11","31","8","30","0","0","26","5"
"*05nt7*","Thiago Silva","CHE","D","188","FA","CHE 1<br/>@AVL 2 F","170","7.39","0%","0%","23","1,936","2","0","5","0","0","4","12","2","3","1","0","33","82","2","13","47","0","0","20","10"
"*04fyc*","Charlie Taylor","BUR","D","189","FA","BUR 0<br/>@SHU 1 F","169.75","5.85","0%","0%","29","2,426","0","1","12","0","0","2","28","9","1","0","20","29","73","25","19","39","0","0","42","8"
"*04mqz*","Lucas Moura","TOT","M","190","FA","TOT 4<br/>@LEI 2 F","169","5.63","0%","0%","30","1,391","3","4","16","0","0","6","16","37","1","0","2","18","10","33","0","23","0","0","18","4"
"*05gcq*","Daniel Podence","WOL","M","191","No Slips","MUN 2<br/>@WOL 1 F","168","7","0%","0%","24","1,667","3","2","21","0","0","14","6","24","3","0","6","13","2","38","1","7","0","0","24","8"
"*03rxb*","Angelo Ogbonna","WHU","D","192","FA","SOU 0<br/>@WHU 3 F","167","5.96","0%","0%","28","2,493","3","0","4","0","0","4","13","5","5","0","1","30","116","3","11","63","0","0","34","9"
"*04ami*","Luka Milivojevic","CRY","M","193","FA","CRY 0<br/>@LIV 2 F","165.25","5.33","0%","0%","31","2,358","1","1","21","0","0","7","34","19","8","1","8","35","46","8","6","33","1","0","47","7"
"*02lnn*","Oliver Norwood","SHU","M","194","FA","BUR 0<br/>@SHU 1 F","164.25","5.13","0%","0%","32","2,216","0","0","32","0","0","1","22","7","6","0","17","36","49","2","12","16","0","0","43","5"
"*05mzz*","Pascal Struijk","LEE","D","195","FA","WBA 1<br/>@LEE 3 F","164","6.07","45%","-14%","27","2,071","1","0","4","0","0","4","30","9","3","0","1","47","84","4","21","46","0","0","32","7"
"*03scr*","Aleksandar Mitrovic","FUL","F","196","FA","NEW 2<br/>@FUL 0 F","163.75","6.06","0%","0%","27","1,381","3","3","23","0","0","20","4","17","3","0","3","3","7","7","3","71","1","0","24","1"
"*02lpl*","Seamus Coleman","EVE","D","197","I_am_Tim","EVE 0<br/>@MCI 5 F","162.75","6.51","0%","0%","25","1,604","0","3","19","0","0","4","26","23","0","0","10","13","32","20","6","9","0","0","19","8"
"*04u6k*","Yerry Mina","EVE","D","198","FA","EVE 0<br/>@MCI 5 F","162.75","6.78","0%","0%","24","1,936","2","0","1","0","0","4","14","1","2","0","0","24","108","1","23","66","0","0","22","6"
"*04mi4*","Callum Hudson-Odoi","CHE","F","199","FA","CHE 1<br/>@AVL 2 F","161.25","7.01","51%","-2%","23","1,044","2","3","32","0","0","6","15","15","0","0","15","6","5","15","1","1","0","0","5","6"
"*02rmd*","Matt Phillips","WBA","M","200","FA","WBA 1<br/>@LEE 3 F","161.25","4.89","0%","0%","33","1,814","2","1","26","0","0","10","8","25","1","0","16","10","25","24","4","16","0","0","42","3"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","201","FA","NEW 2<br/>@FUL 0 F","161","4.88","0%","0%","33","2,375","5","2","14","0","1","9","15","24","7","0","5","21","34","27","5","16","0","0","32","9"
"*02lpn*","Eric Dier","TOT","D","202","Tim O","TOT 4<br/>@LEI 2 F","161","5.75","0%","0%","28","2,520","0","0","6","0","0","2","14","1","3","0","1","23","122","3","31","86","0","0","34","8"
"*0554u*","Trezeguet","AVL","M","203","FA","CHE 1<br/>@AVL 2 F","158.25","7.54","0%","0%","21","1,154","2","1","13","0","0","12","18","13","0","0","4","19","13","17","1","28","0","0","14","6"
"*02lzn*","Theo Walcott","EVE/SOU","M","204","FA","SOU 0<br/>@WHU 3 F","158","7.18","0%","0%","22","1,633","3","3","17","1","0","11","11","27","0","0","5","14","3","17","0","11","0","0","28","5"
"*04u41*","Mateo Kovacic","CHE","M","205","FA","CHE 1<br/>@AVL 2 F","157.75","5.84","2%","0%","27","1,811","0","1","21","0","0","4","28","23","4","0","1","15","9","53","1","12","0","0","26","9"
"*03eke*","Ayoze Perez","LEI","M","206","FA","TOT 4<br/>@LEI 2 F","157.5","6.3","0%","0%","25","1,320","2","1","23","0","0","13","15","24","2","0","6","10","7","29","0","13","0","0","21","5"
"*03sgc*","Jordan Ayew","CRY","F","207","FA","CRY 0<br/>@LIV 2 F","157","4.76","0%","0%","33","2,086","1","3","13","0","0","11","26","60","4","0","4","16","10","52","2","31","0","0","42","6"
"*03juz*","Toby Alderweireld","TOT","D","208","FA","TOT 4<br/>@LEI 2 F","156.75","6.27","0%","0%","25","2,241","1","0","8","0","0","3","22","2","2","0","1","10","115","4","28","46","0","1","25","10"
"*03v6s*","Mason Holgate","EVE","D","209","Tim O","EVE 0<br/>@MCI 5 F","156.5","5.59","0%","0%","28","2,285","1","0","8","0","0","3","36","6","9","0","5","35","82","8","13","39","0","0","32","9"
"*05oeh*","Kenny Tete","FUL","D","210","FA","NEW 2<br/>@FUL 0 F","153.5","6.98","32%","0%","22","1,474","0","1","18","0","0","1","30","8","3","0","23","27","44","10","5","29","0","0","27","5"
"*037mo*","Willian","ARS","F","211","FA","BHA 0<br/>@ARS 2 F","152.75","6.11","0%","0%","25","1,397","1","5","32","0","0","3","7","15","0","0","15","8","6","13","0","9","0","0","17","3"
"*04rhd*","Fabinho","LIV","M","212","Tim O","CRY 0<br/>@LIV 2 F","152","5.07","0%","0%","30","2,563","0","0","4","0","1","1","31","7","6","0","0","44","65","7","10","54","0","0","29","11"
"*04sat*","Emile Smith Rowe","ARS","M","214","JADON","BHA 0<br/>@ARS 2 F","151.25","7.56","33%","+2%","20","1,438","2","4","27","0","0","6","7","7","0","0","2","10","9","10","1","4","0","0","10","9"
"*04qr0*","Willy Boly","WOL","D","213","FA","MUN 2<br/>@WOL 1 F","151.25","7.2","0%","0%","21","1,879","1","1","3","0","0","4","20","3","2","0","0","32","83","4","12","57","0","0","29","6"
"*0435m*","Granit Xhaka","ARS","M","215","FA","BHA 0<br/>@ARS 2 F","148.75","4.8","80%","+1%","31","2,520","1","2","17","0","0","7","26","12","7","1","3","24","36","8","7","39","0","0","26","10"
"*043c1*","Oleksandr Zinchenko","MCI","D","216","I_am_Tim","EVE 0<br/>@MCI 5 F","148.75","7.44","1%","0%","20","1,469","0","0","15","0","0","4","15","6","0","0","4","23","25","6","4","29","0","0","14","8"
"*02m4d*","Craig Dawson","WAT/WHU","D","218","I_am_Tim","SOU 0<br/>@WHU 3 F","148.25","6.74","0%","0%","22","1,925","3","0","2","0","0","5","8","0","3","1","0","32","87","0","22","57","0","2","23","7"
"*02m87*","Oriol Romeu","SOU","M","219","FA","SOU 0<br/>@WHU 3 F","148.25","7.06","0%","0%","21","1,764","1","1","14","0","0","4","35","18","6","0","2","30","15","14","7","31","0","0","25","6"
"*04io3*","Mario Lemina","FUL","M","220","FA","NEW 2<br/>@FUL 0 F","146.75","5.24","0%","0%","28","1,692","1","0","12","0","1","3","35","22","5","0","0","30","19","26","5","23","0","0","27","3"
"*0477b*","Oliver McBurnie","SHU","F","221","FA","BUR 0<br/>@SHU 1 F","146.25","6.36","0%","0%","23","1,313","1","0","15","0","1","13","7","17","2","0","0","6","29","4","3","139","0","0","27","0"
"*03278*","Fernandinho","MCI","D","222","FA","EVE 0<br/>@MCI 5 F","145.75","6.94","0%","0%","21","1,181","0","2","14","0","0","3","17","4","6","0","1","23","17","10","2","30","0","0","10","7"
"*0410j*","Tammy Abraham","CHE","F","223","FA","CHE 1<br/>@AVL 2 F","144.5","6.57","14%","-5%","22","1,027","6","1","9","0","1","13","5","7","0","0","0","5","17","6","0","39","0","0","12","5"
"*038zf*","Callum Robinson","WBA","F","224","FA","WBA 1<br/>@LEE 3 F","144","5.14","0%","0%","28","1,553","5","0","16","0","2","11","5","24","0","0","6","7","8","15","0","18","0","0","42","3"
"*038ze*","Alex Iwobi","EVE","M","225","FA","EVE 0<br/>@MCI 5 F","143.5","4.78","83%","+7%","30","1,525","1","2","16","0","0","3","10","26","0","0","10","16","13","45","1","3","0","0","21","5"
"*02lp9*","Kyle Walker","MCI","D","226","FA","EVE 0<br/>@MCI 5 F","143","5.96","11%","0%","24","1,944","1","1","8","0","0","3","19","17","1","0","2","14","22","24","7","27","0","0","20","9"
"*02rlq*","Chris Basham","SHU","D","227","FA","BUR 0<br/>@SHU 1 F","141.75","4.57","0%","0%","31","2,582","0","1","11","0","0","1","42","19","5","0","6","49","103","21","15","55","0","0","51","2"
"*04u6q*","Caglar Soyuncu","LEI","D","228","Noah B","TOT 4<br/>@LEI 2 F","141.5","6.15","0%","0%","23","1,813","1","0","7","0","0","3","17","4","2","0","4","28","80","4","9","63","0","0","30","5"
"*05nzu*","Gabriel Magalhaes","ARS","D","230","Tim O","BHA 0<br/>@ARS 2 F","141.25","6.14","100%","0%","23","1,996","2","0","2","0","0","4","15","6","2","1","1","26","73","5","19","57","0","0","24","6"
"*05o6w*","Allan","EVE","M","229","FA","EVE 0<br/>@MCI 5 F","141.25","5.89","0%","0%","24","2,051","0","0","17","0","0","2","45","18","6","0","1","19","23","31","12","5","0","0","30","7"
"*04lav*","Ethan Ampadu","SHU","D","231","FA","BUR 0<br/>@SHU 1 F","140.25","5.61","58%","-5%","25","2,088","0","0","11","0","0","2","36","5","3","0","4","49","83","13","19","52","0","1","41","2"
"*02lk5*","Jordan Henderson","LIV","M","232","FA","CRY 0<br/>@LIV 2 F","139","6.62","5%","0%","21","1,706","1","1","14","0","0","4","15","5","0","0","4","34","26","9","1","11","0","0","23","4"
"*03m5c*","Ruben Loftus-Cheek","CHE/FUL","M","233","FA","NEW 2<br/>@FUL 0 F","138.75","4.48","0%","0%","31","1,961","1","0","17","0","0","10","14","42","3","0","4","7","14","38","2","45","0","0","22","11"
"*02opy*","Adam Lallana","BHA","M","235","FA","BHA 0<br/>@ARS 2 F","136.25","4.54","0%","0%","30","1,577","1","1","25","0","0","5","13","15","0","0","2","15","12","18","3","10","0","0","18","5"
"*02lla*","James McArthur","CRY","M","236","FA","CRY 0<br/>@LIV 2 F","135","7.5","0%","0%","18","1,471","0","2","15","0","0","0","32","10","3","0","2","23","28","14","3","21","0","0","26","4"
"*02m11*","Matt Doherty","TOT","D","237","FA","TOT 4<br/>@LEI 2 F","134.25","7.9","1%","0%","17","1,234","0","2","11","0","0","1","15","9","2","1","8","23","36","5","5","49","0","0","15","4"
"*035mq*","Isaac Hayden","NEW","M","238","FA","NEW 2<br/>@FUL 0 F","132","5.5","0%","0%","24","1,942","0","0","7","0","0","2","29","14","8","0","2","43","45","7","9","57","0","0","33","4"
"*05os9*","Thomas Partey","ARS","M","240","FA","BHA 0<br/>@ARS 2 F","129.5","5.4","0%","0%","24","1,523","0","2","12","0","0","4","21","10","5","0","0","23","15","28","5","23","0","0","18","6"
"*05rai*","Okay Yokuslu","WBA","M","241","Laeka B","WBA 1<br/>@LEE 3 F","129.25","8.08","-","-","16","1,315","0","1","6","0","0","0","25","9","4","0","0","35","32","19","3","42","0","0","20","4"
"*05o8k*","Fabio Silva","WOL","F","242","FA","MUN 2<br/>@WOL 1 F","128.5","4.02","0%","0%","32","1,342","4","3","11","0","0","17","4","21","2","0","1","4","5","7","1","34","0","0","29","0"
"*0329y*","Joel Ward","CRY","D","243","FA","CRY 0<br/>@LIV 2 F","127.25","4.89","0%","0%","26","2,254","0","1","7","0","0","1","25","8","5","0","3","41","79","12","8","48","0","0","43","7"
"*03632*","Matej Vydra","BUR","F","244","FA","BUR 0<br/>@SHU 1 F","125.25","4.47","0%","0%","28","1,350","3","2","14","0","0","10","5","22","0","0","1","6","5","16","1","37","0","0","24","3"
"*02m66*","Marcos Alonso","CHE","D","245","FA","CHE 1<br/>@AVL 2 F","122.5","9.42","0%","0%","13","956","2","0","15","0","0","10","3","9","2","0","1","12","28","9","1","23","0","0","13","5"
"*03r8t*","Matt Ritchie","NEW","M","246","FA","NEW 2<br/>@FUL 0 F","122","6.78","0%","0%","18","1,349","0","2","25","0","1","1","3","5","2","0","19","12","41","8","2","12","0","1","22","3"
"*05ojh*","Diego Llorente","LEE","D","247","FA","WBA 1<br/>@LEE 3 F","120.5","8.03","0%","0%","15","1,202","1","0","4","0","0","3","21","7","1","0","0","20","38","6","13","33","0","0","12","4"
"*02m5l*","John Egan","SHU","D","248","FA","BUR 0<br/>@SHU 1 F","119.25","3.85","0%","0%","31","2,628","0","1","3","0","0","3","21","1","7","1","1","41","130","0","31","80","0","0","47","4"
"*055c0*","Ben Osborn","SHU","M","249","FA","BUR 0<br/>@SHU 1 F","118.5","4.94","0%","0%","24","1,599","1","0","17","0","0","4","18","25","1","0","12","12","13","19","3","13","0","0","29","4"
"*03p9z*","Tyler Roberts","LEE","F","250","FA","WBA 1<br/>@LEE 3 F","117","4.33","0%","0%","27","1,322","1","2","16","0","0","12","13","15","3","0","2","9","11","17","2","20","0","0","19","4"
"*03dxr*","Ashley Barnes","BUR","F","251","FA","BUR 0<br/>@SHU 1 F","116.75","5.31","0%","0%","22","1,331","3","0","20","0","0","13","6","21","4","0","1","5","11","1","2","61","0","0","19","6"
"*04gyz*","Jairo Riedewald","CRY","M","252","FA","CRY 0<br/>@LIV 2 F","115","3.48","0%","0%","33","1,806","2","0","12","0","0","2","15","9","4","0","0","29","23","13","7","12","0","0","39","4"
"*03m3q*","Ainsley Maitland-Niles","ARS/WBA","M","253","FA","WBA 1<br/>@LEE 3 F","114","4.38","0%","0%","26","1,713","0","0","6","0","2","4","17","31","2","0","4","31","27","22","3","8","0","0","23","6"
"*02ljr*","Conor Coady","WOL","D","254","FA","MUN 2<br/>@WOL 1 F","111.5","3.01","0%","0%","37","3,303","1","0","3","0","0","2","23","3","5","0","0","27","130","6","32","41","0","0","51","10"
"*04u6l*","Andre Gomes","EVE","M","255","FA","EVE 0<br/>@MCI 5 F","110.5","3.95","0%","0%","28","1,557","0","1","15","0","0","3","23","31","3","0","3","10","10","31","1","20","0","0","22","5"
"*030v5*","Andreas Christensen","CHE","D","256","FA","CHE 1<br/>@AVL 2 F","109.75","6.46","0%","0%","17","1,368","0","0","6","0","0","0","6","1","2","1","0","20","49","7","14","38","0","0","15","8"
"*04o82*","Curtis Jones","LIV","M","257","FA","CRY 0<br/>@LIV 2 F","109.5","4.56","19%","0%","24","1,166","1","2","12","0","0","9","6","32","2","0","1","19","9","22","0","14","0","0","14","5"
"*04gpx*","Dara O'Shea","WBA","D","258","FA","WBA 1<br/>@LEE 3 F","109","3.89","0%","0%","28","2,096","0","0","5","0","0","0","25","4","3","0","1","45","97","5","17","72","0","0","51","3"
"*02oo1*","Ben Davies","TOT","D","259","FA","TOT 4<br/>@LEI 2 F","108.25","5.41","1%","0%","20","1,339","0","1","8","0","1","0","17","2","1","0","5","18","45","3","5","26","0","0","16","4"
"*02llz*","Ciaran Clark","NEW","D","260","FA","NEW 2<br/>@FUL 0 F","108","4.91","0%","0%","22","1,889","1","0","2","0","0","2","14","1","3","0","0","29","99","4","20","69","0","1","35","3"
"*040ah*","Tom Davies","EVE","M","261","FA","EVE 0<br/>@MCI 5 F","107.75","4.31","0%","0%","25","1,416","0","1","6","0","0","0","18","10","3","0","3","34","20","18","9","11","0","0","23","5"
"*044ej*","Johann Gudmundsson","BUR","M","262","FA","BUR 0<br/>@SHU 1 F","107.25","4.88","0%","0%","22","1,352","2","0","9","0","0","8","11","12","2","0","5","17","17","10","2","19","0","0","24","3"
"*02m79*","Ryan Bertrand","SOU","D","263","FA","SOU 0<br/>@WHU 3 F","107","3.69","0%","0%","29","2,599","0","1","14","0","0","3","32","8","5","0","11","30","37","3","1","38","0","0","51","8"
"*03r8r*","Ryan Fraser","NEW","M","264","FA","NEW 2<br/>@FUL 0 F","107","5.94","0%","0%","18","916","0","2","26","0","1","6","1","5","0","1","15","6","5","3","0","5","0","0","17","4"
"*04qrf*","Helder Costa","LEE","F","265","FA","WBA 1<br/>@LEE 3 F","105.5","4.8","0%","0%","22","1,146","3","3","8","1","0","6","11","20","0","0","3","3","5","19","0","4","0","1","23","3"
"*05ra4*","Mbaye Diagne","WBA","F","266","FA","WBA 1<br/>@LEE 3 F","105","6.56","-","-","16","1,187","3","2","9","0","0","10","3","19","2","0","2","1","16","10","1","53","0","0","17","4"
"*04mqu*","Aymeric Laporte","MCI","D","267","FA","EVE 0<br/>@MCI 5 F","102.5","6.41","0%","0%","16","1,341","0","0","4","0","0","1","6","1","1","0","0","11","28","2","7","42","0","0","10","7"
"*05os4*","Rayan Ait-Nouri","WOL","D","268","FA","MUN 2<br/>@WOL 1 F","102","4.86","79%","-3%","21","1,398","1","1","14","0","0","6","16","19","1","0","11","15","18","26","1","5","0","0","23","3"
"*02m6a*","Gary Cahill","CRY","D","269","FA","CRY 0<br/>@LIV 2 F","100","5","0%","0%","20","1,800","1","1","8","0","0","3","9","1","3","0","0","13","86","1","22","69","0","0","39","4"
"*045yy*","Arthur Masuaku","WHU","D","270","FA","SOU 0<br/>@WHU 3 F","99.75","8.31","0%","0%","12","1,007","0","2","11","0","0","2","12","15","2","0","12","8","17","29","0","9","0","0","15","4"
"*03jab*","Federico Fernandez","NEW","D","271","FA","NEW 2<br/>@FUL 0 F","98.5","4.1","0%","0%","24","2,079","0","0","7","0","0","2","22","2","4","0","3","17","144","0","31","49","0","1","38","5"
"*02lv9*","James Milner","LIV","M","272","FA","CRY 0<br/>@LIV 2 F","97.5","3.75","1%","0%","26","1,052","0","1","13","0","0","3","19","12","3","0","7","14","14","6","3","24","0","0","10","4"
"*04yey*","Max Kilman","WOL","D","273","FA","MUN 2<br/>@WOL 1 F","96.25","5.35","19%","0%","18","1,306","0","1","5","0","0","2","14","2","4","0","0","19","40","7","8","20","0","0","11","5"
"*05nuh*","Robin Koch","LEE","D","274","FA","WBA 1<br/>@LEE 3 F","95.5","5.62","0%","0%","17","1,129","0","0","4","0","0","1","16","0","1","0","0","27","31","4","12","38","0","0","21","4"
"*0328o*","Robbie Brady","BUR","M","275","FA","BUR 0<br/>@SHU 1 F","95.25","5.01","0%","0%","19","1,046","1","1","7","0","0","5","15","9","3","0","6","9","25","11","0","19","0","0","6","7"
"*0522r*","Moussa Djenepo","SOU","M","276","FA","SOU 0<br/>@WHU 3 F","94.25","3.49","0%","0%","27","1,227","1","0","6","1","0","2","27","17","5","0","1","10","12","27","2","12","0","0","27","3"
"*02m5m*","Ahmed El Mohamady","AVL","D","277","FA","CHE 1<br/>@AVL 2 F","94.25","6.73","0%","0%","14","831","0","0","13","0","0","1","13","3","2","0","10","17","22","2","3","18","0","0","9","3"
"*0522h*","Alexis Mac Allister","BHA","M","279","FA","BHA 0<br/>@ARS 2 F","92.75","4.42","85%","-2%","21","1,106","1","1","15","0","0","3","12","16","1","0","0","9","2","16","4","8","0","0","14","5"
"*0574a*","Giovani Lo Celso","TOT","M","278","FA","TOT 4<br/>@LEI 2 F","92.75","5.15","0%","0%","18","943","1","1","15","0","0","6","22","14","5","0","0","7","5","8","1","14","0","0","10","5"
"*05gcn*","Steven Bergwijn","TOT","F","280","JLINGZ","TOT 4<br/>@LEI 2 F","92.5","4.4","0%","0%","21","1,202","1","3","13","0","1","6","7","15","3","0","0","5","7","22","1","2","0","0","15","5"
"*0477h*","Grady Diangana","WBA","M","281","FA","WBA 1<br/>@LEE 3 F","92.5","4.62","0%","0%","20","1,232","1","0","5","0","0","4","19","38","0","0","1","16","7","25","2","23","0","0","33","1"
"*052h5*","Gabriel Martinelli","ARS","M","282","FA","BHA 0<br/>@ARS 2 F","92","6.57","45%","0%","14","578","2","1","9","0","0","8","1","7","0","0","5","8","3","13","0","7","0","0","3","4"
"*0327p*","John Lundstram","SHU","M","283","FA","BUR 0<br/>@SHU 1 F","91.75","3.28","0%","0%","28","2,029","0","2","20","0","0","5","16","19","8","1","4","14","23","15","8","14","1","0","40","3"
"*05r9b*","Martin Odegaard","ARS","M","284","FA","BHA 0<br/>@ARS 2 F","90.5","6.46","96%","0%","14","856","1","2","20","0","0","3","3","11","0","0","4","2","5","13","0","3","0","0","12","3"
"*0435s*","Joel Matip","LIV","D","285","FA","CRY 0<br/>@LIV 2 F","90","9","0%","0%","10","690","1","2","3","0","0","2","9","1","2","0","0","7","22","0","0","23","0","0","5","4"
"*04jyc*","Davinson Sanchez","TOT","D","286","FA","TOT 4<br/>@LEI 2 F","89.25","4.96","0%","0%","18","1,485","0","0","1","0","0","0","20","3","1","0","0","14","84","1","13","49","0","1","22","4"
"*05akv*","Tyrick Mitchell","CRY","D","289","FA","CRY 0<br/>@LIV 2 F","89","4.68","97%","0%","19","1,710","1","1","3","0","0","2","35","12","1","0","5","21","46","11","10","11","0","0","32","4"
"*051kz*","George Baldock","SHU","D","287","FA","BUR 0<br/>@SHU 1 F","89","2.78","0%","0%","32","2,787","0","2","18","0","0","2","34","20","7","0","10","25","62","17","7","26","0","0","51","4"
"*04ug0*","Sean Longstaff","NEW","M","290","FA","NEW 2<br/>@FUL 0 F","88.25","4.01","12%","0%","22","1,401","0","1","12","0","0","5","14","6","2","0","0","19","13","4","5","11","0","0","26","2"
"*03aoj*","Nemanja Matic","MUN","M","291","FA","MUN 2<br/>@WOL 1 F","88.25","4.41","0%","0%","20","1,098","0","0","8","0","0","3","11","8","2","0","1","22","9","17","5","19","0","0","18","4"
"*02ope*","Olivier Giroud","CHE","F","292","FA","CHE 1<br/>@AVL 2 F","87.75","5.16","0%","0%","17","740","4","0","6","0","0","11","2","6","1","0","1","5","10","2","1","24","0","0","5","4"
"*02llp*","Patrick van Aanholt","CRY","D","293","FA","CRY 0<br/>@LIV 2 F","87.5","3.98","0%","0%","22","1,773","0","1","12","0","0","5","22","6","2","0","8","30","32","10","6","11","0","0","36","4"
"*05a6d*","Tariq Lamptey","BHA","D","294","FA","BHA 0<br/>@ARS 2 F","86.5","7.86","0%","0%","11","889","1","1","10","0","2","2","9","6","2","1","10","19","9","13","1","5","0","0","15","2"
"*04gyl*","Benjamin Mendy","MCI","D","295","FA","EVE 0<br/>@MCI 5 F","86.5","6.65","0%","0%","13","951","2","1","5","0","0","2","9","5","2","0","4","5","9","11","5","8","0","0","10","5"
"*02oq3*","Jay Rodriguez","BUR","F","296","FA","BUR 0<br/>@SHU 1 F","86.5","2.79","0%","0%","31","1,240","1","2","6","0","0","9","16","22","3","0","0","2","6","12","4","42","0","0","25","4"
"*032f5*","Paul Dummett","NEW","D","297","FA","NEW 2<br/>@FUL 0 F","86.25","5.75","0%","0%","15","1,254","1","0","4","0","0","1","7","0","2","0","4","16","71","3","7","39","0","0","20","3"
"*02lun*","Sergio Aguero","MCI","F","298","RyRob","EVE 0<br/>@MCI 5 F","84.25","7.02","0%","0%","12","553","4","1","7","0","0","12","1","11","0","0","1","2","0","8","0","2","1","0","4","4"
"*03yr0*","Daniel James","MUN","M","300","FA","MUN 2<br/>@WOL 1 F","83.75","5.58","18%","0%","15","905","3","1","10","0","0","6","9","9","3","0","2","0","5","11","1","5","0","0","7","4"
"*04k81*","Oliver Burke","SHU","M","301","FA","BUR 0<br/>@SHU 1 F","83.5","3.34","0%","0%","25","1,255","1","1","15","0","0","6","8","28","2","0","1","2","4","16","0","30","0","0","21","1"
"*04qrc*","Raul Jimenez","WOL","F","302","FA","MUN 2<br/>@WOL 1 F","83","8.3","86%","-5%","10","824","4","0","5","0","0","10","2","18","0","0","1","8","10","10","0","15","0","1","10","4"
"*02t1j*","Calum Chambers","ARS","D","303","FA","BHA 0<br/>@ARS 2 F","81.75","8.18","0%","0%","10","749","0","2","11","0","0","0","3","4","0","0","6","10","36","4","2","20","0","0","10","2"
"*05o8o*","Jayden Bogle","SHU","D","304","FA","BUR 0<br/>@SHU 1 F","81.25","5.08","32%","-8%","16","1,101","2","0","4","0","0","7","23","17","2","0","1","14","18","11","4","18","0","0","20","2"
"*02ygz*","Moussa Sissoko","TOT","M","305","FA","TOT 4<br/>@LEI 2 F","81.25","3.25","0%","0%","25","1,571","0","0","4","0","0","1","16","14","3","0","1","23","22","18","4","16","0","0","22","5"
"*03ksl*","Semi Ajayi","WBA","D","306","FA","WBA 1<br/>@LEE 3 F","81","2.45","0%","0%","33","2,777","2","0","7","0","0","4","14","5","3","1","1","42","118","10","32","75","0","0","71","1"
"*0328q*","Tom Cairney","FUL","M","307","FA","NEW 2<br/>@FUL 0 F","80.5","8.05","1%","0%","10","759","1","1","17","0","0","5","3","11","2","0","10","0","1","16","0","4","0","0","15","1"
"*02lmo*","Enda Stevens","SHU","D","308","FA","BUR 0<br/>@SHU 1 F","80.25","2.67","0%","0%","30","2,700","0","1","17","0","0","4","26","29","6","0","11","22","75","20","12","35","0","0","54","4"
"*05os5*","Alex Telles","MUN","D","309","JLINGZ","MUN 2<br/>@WOL 1 F","79.25","8.81","0%","0%","9","690","0","2","12","0","0","1","7","5","0","0","4","16","18","3","2","17","0","0","11","1"
